codigo_ibge,tipo,nome_ente,uf,regiao,status,status_grupo
12,estado,Acre,AC,Norte,em_analise,em_processo
1200013,municipio,Acrelândia,AC,Norte,em_cadastramento,em_processo
1200054,municipio,Assis Brasil,AC,Norte,nao_iniciado,nao_iniciado
1200104,municipio,Brasiléia,AC,Norte,em_analise,em_processo
1200138,municipio,Bujari,AC,Norte,em_analise,em_processo
1200179,municipio,Capixaba,AC,Norte,em_cadastramento,em_processo
1200203,municipio,Cruzeiro do Sul,AC,Norte,em_analise,em_processo
1200252,municipio,Epitaciolândia,AC,Norte,nao_iniciado,nao_iniciado
1200302,municipio,Feijó,AC,Norte,em_analise,em_processo
1200328,municipio,Jordão,AC,Norte,em_analise,em_processo
1200336,municipio,Mâncio Lima,AC,Norte,em_analise,em_processo
1200344,municipio,Manoel Urbano,AC,Norte,nao_iniciado,nao_iniciado
1200351,municipio,Marechal Thaumaturgo,AC,Norte,em_analise,em_processo
1200385,municipio,Plácido de Castro,AC,Norte,em_cadastramento,em_processo
1200807,municipio,Porto Acre,AC,Norte,em_analise,em_processo
1200393,municipio,Porto Walter,AC,Norte,em_analise,em_processo
1200401,municipio,Rio Branco,AC,Norte,em_analise,em_processo
1200427,municipio,Rodrigues Alves,AC,Norte,em_analise,em_processo
1200435,municipio,Santa Rosa do Purus,AC,Norte,nao_iniciado,nao_iniciado
1200450,municipio,Senador Guiomard,AC,Norte,nao_iniciado,nao_iniciado
1200500,municipio,Sena Madureira,AC,Norte,em_analise,em_processo
1200609,municipio,Tarauacá,AC,Norte,em_analise,em_processo
1200708,municipio,Xapuri,AC,Norte,em_analise,em_processo
27,estado,Alagoas,AL,Nordeste,em_analise,em_processo
2700102,municipio,Água Branca,AL,Nordeste,nao_iniciado,nao_iniciado
2700201,municipio,Anadia,AL,Nordeste,em_analise,em_processo
2700300,municipio,Arapiraca,AL,Nordeste,em_analise,em_processo
2700409,municipio,Atalaia,AL,Nordeste,em_analise,em_processo
2700508,municipio,Barra de Santo Antônio,AL,Nordeste,em_analise,em_processo
2700607,municipio,Barra de São Miguel,AL,Nordeste,em_cadastramento,em_processo
2700706,municipio,Batalha,AL,Nordeste,em_cadastramento,em_processo
2700805,municipio,Belém,AL,Nordeste,nao_iniciado,nao_iniciado
2700904,municipio,Belo Monte,AL,Nordeste,nao_iniciado,nao_iniciado
2701001,municipio,Boca da Mata,AL,Nordeste,em_analise,em_processo
2701100,municipio,Branquinha,AL,Nordeste,em_cadastramento,em_processo
2701209,municipio,Cacimbinhas,AL,Nordeste,nao_iniciado,nao_iniciado
2701308,municipio,Cajueiro,AL,Nordeste,nao_iniciado,nao_iniciado
2701357,municipio,Campestre,AL,Nordeste,em_cadastramento,em_processo
2701407,municipio,Campo Alegre,AL,Nordeste,nao_iniciado,nao_iniciado
2701506,municipio,Campo Grande,AL,Nordeste,nao_iniciado,nao_iniciado
2701605,municipio,Canapi,AL,Nordeste,em_cadastramento,em_processo
2701704,municipio,Capela,AL,Nordeste,em_analise,em_processo
2701803,municipio,Carneiros,AL,Nordeste,em_analise,em_processo
2701902,municipio,Chã Preta,AL,Nordeste,nao_iniciado,nao_iniciado
2702009,municipio,Coité do Nóia,AL,Nordeste,nao_iniciado,nao_iniciado
2702108,municipio,Colônia Leopoldina,AL,Nordeste,em_cadastramento,em_processo
2702207,municipio,Coqueiro Seco,AL,Nordeste,nao_iniciado,nao_iniciado
2702306,municipio,Coruripe,AL,Nordeste,em_analise,em_processo
2702355,municipio,Craíbas,AL,Nordeste,nao_iniciado,nao_iniciado
2702405,municipio,Delmiro Gouveia,AL,Nordeste,em_cadastramento,em_processo
2702504,municipio,Dois Riachos,AL,Nordeste,em_cadastramento,em_processo
2702553,municipio,Estrela de Alagoas,AL,Nordeste,em_analise,em_processo
2702603,municipio,Feira Grande,AL,Nordeste,em_analise,em_processo
2702702,municipio,Feliz Deserto,AL,Nordeste,nao_iniciado,nao_iniciado
2702801,municipio,Flexeiras,AL,Nordeste,em_analise,em_processo
2702900,municipio,Girau do Ponciano,AL,Nordeste,em_analise,em_processo
2703007,municipio,Ibateguara,AL,Nordeste,nao_iniciado,nao_iniciado
2703106,municipio,Igaci,AL,Nordeste,em_analise,em_processo
2703205,municipio,Igreja Nova,AL,Nordeste,nao_iniciado,nao_iniciado
2703304,municipio,Inhapi,AL,Nordeste,nao_iniciado,nao_iniciado
2703403,municipio,Jacaré dos Homens,AL,Nordeste,nao_iniciado,nao_iniciado
2703502,municipio,Jacuípe,AL,Nordeste,em_analise,em_processo
2703601,municipio,Japaratinga,AL,Nordeste,em_analise,em_processo
2703700,municipio,Jaramataia,AL,Nordeste,nao_iniciado,nao_iniciado
2703759,municipio,Jequiá da Praia,AL,Nordeste,nao_iniciado,nao_iniciado
2703809,municipio,Joaquim Gomes,AL,Nordeste,em_analise,em_processo
2703908,municipio,Jundiá,AL,Nordeste,nao_iniciado,nao_iniciado
2704005,municipio,Junqueiro,AL,Nordeste,nao_iniciado,nao_iniciado
2704104,municipio,Lagoa da Canoa,AL,Nordeste,nao_iniciado,nao_iniciado
2704203,municipio,Limoeiro de Anadia,AL,Nordeste,nao_iniciado,nao_iniciado
2704302,municipio,Maceió,AL,Nordeste,em_analise,em_processo
2704401,municipio,Major Isidoro,AL,Nordeste,em_cadastramento,em_processo
2704500,municipio,Maragogi,AL,Nordeste,em_analise,em_processo
2704609,municipio,Maravilha,AL,Nordeste,em_cadastramento,em_processo
2704708,municipio,Marechal Deodoro,AL,Nordeste,em_analise,em_processo
2704807,municipio,Maribondo,AL,Nordeste,em_analise,em_processo
2704906,municipio,Mar Vermelho,AL,Nordeste,nao_iniciado,nao_iniciado
2705002,municipio,Mata Grande,AL,Nordeste,nao_iniciado,nao_iniciado
2705101,municipio,Matriz de Camaragibe,AL,Nordeste,nao_iniciado,nao_iniciado
2705200,municipio,Messias,AL,Nordeste,em_analise,em_processo
2705309,municipio,Minador do Negrão,AL,Nordeste,em_cadastramento,em_processo
2705408,municipio,Monteirópolis,AL,Nordeste,nao_iniciado,nao_iniciado
2705507,municipio,Murici,AL,Nordeste,em_analise,em_processo
2705606,municipio,Novo Lino,AL,Nordeste,em_cadastramento,em_processo
2705705,municipio,Olho d'Água das Flores,AL,Nordeste,nao_iniciado,nao_iniciado
2705804,municipio,Olho d'Água do Casado,AL,Nordeste,em_cadastramento,em_processo
2705903,municipio,Olho d'Água Grande,AL,Nordeste,em_cadastramento,em_processo
2706000,municipio,Olivença,AL,Nordeste,em_cadastramento,em_processo
2706109,municipio,Ouro Branco,AL,Nordeste,em_cadastramento,em_processo
2706208,municipio,Palestina,AL,Nordeste,nao_iniciado,nao_iniciado
2706307,municipio,Palmeira dos Índios,AL,Nordeste,em_analise,em_processo
2706406,municipio,Pão de Açúcar,AL,Nordeste,em_analise,em_processo
2706422,municipio,Pariconha,AL,Nordeste,em_analise,em_processo
2706448,municipio,Paripueira,AL,Nordeste,em_analise,em_processo
2706505,municipio,Passo de Camaragibe,AL,Nordeste,em_cadastramento,em_processo
2706604,municipio,Paulo Jacinto,AL,Nordeste,nao_iniciado,nao_iniciado
2706703,municipio,Penedo,AL,Nordeste,nao_iniciado,nao_iniciado
2706802,municipio,Piaçabuçu,AL,Nordeste,em_cadastramento,em_processo
2706901,municipio,Pilar,AL,Nordeste,em_analise,em_processo
2707008,municipio,Pindoba,AL,Nordeste,nao_iniciado,nao_iniciado
2707107,municipio,Piranhas,AL,Nordeste,em_cadastramento,em_processo
2707206,municipio,Poço das Trincheiras,AL,Nordeste,nao_iniciado,nao_iniciado
2707305,municipio,Porto Calvo,AL,Nordeste,em_analise,em_processo
2707404,municipio,Porto de Pedras,AL,Nordeste,em_analise,em_processo
2707503,municipio,Porto Real do Colégio,AL,Nordeste,em_analise,em_processo
2707602,municipio,Quebrangulo,AL,Nordeste,em_analise,em_processo
2707701,municipio,Rio Largo,AL,Nordeste,em_cadastramento,em_processo
2707800,municipio,Roteiro,AL,Nordeste,nao_iniciado,nao_iniciado
2707909,municipio,Santa Luzia do Norte,AL,Nordeste,em_cadastramento,em_processo
2708006,municipio,Santana do Ipanema,AL,Nordeste,em_cadastramento,em_processo
2708105,municipio,Santana do Mundaú,AL,Nordeste,em_analise,em_processo
2708204,municipio,São Brás,AL,Nordeste,em_analise,em_processo
2708303,municipio,São José da Laje,AL,Nordeste,nao_iniciado,nao_iniciado
2708402,municipio,São José da Tapera,AL,Nordeste,nao_iniciado,nao_iniciado
2708501,municipio,São Luís do Quitunde,AL,Nordeste,em_cadastramento,em_processo
2708600,municipio,São Miguel dos Campos,AL,Nordeste,em_analise,em_processo
2708709,municipio,São Miguel dos Milagres,AL,Nordeste,em_analise,em_processo
2708808,municipio,São Sebastião,AL,Nordeste,nao_iniciado,nao_iniciado
2708907,municipio,Satuba,AL,Nordeste,em_analise,em_processo
2708956,municipio,Senador Rui Palmeira,AL,Nordeste,em_cadastramento,em_processo
2709004,municipio,Tanque d'Arca,AL,Nordeste,em_cadastramento,em_processo
2709103,municipio,Taquarana,AL,Nordeste,em_analise,em_processo
2709152,municipio,Teotônio Vilela,AL,Nordeste,em_analise,em_processo
2709202,municipio,Traipu,AL,Nordeste,nao_iniciado,nao_iniciado
2709301,municipio,União dos Palmares,AL,Nordeste,em_analise,em_processo
2709400,municipio,Viçosa,AL,Nordeste,nao_iniciado,nao_iniciado
13,estado,Amazonas,AM,Norte,em_analise,em_processo
1300029,municipio,Alvarães,AM,Norte,em_analise,em_processo
1300060,municipio,Amaturá,AM,Norte,em_analise,em_processo
1300086,municipio,Anamã,AM,Norte,em_analise,em_processo
1300102,municipio,Anori,AM,Norte,em_analise,em_processo
1300144,municipio,Apuí,AM,Norte,em_analise,em_processo
1300201,municipio,Atalaia do Norte,AM,Norte,em_analise,em_processo
1300300,municipio,Autazes,AM,Norte,em_analise,em_processo
1300409,municipio,Barcelos,AM,Norte,em_cadastramento,em_processo
1300508,municipio,Barreirinha,AM,Norte,em_cadastramento,em_processo
1300607,municipio,Benjamin Constant,AM,Norte,em_analise,em_processo
1300631,municipio,Beruri,AM,Norte,em_analise,em_processo
1300680,municipio,Boa Vista do Ramos,AM,Norte,em_analise,em_processo
1300706,municipio,Boca do Acre,AM,Norte,nao_iniciado,nao_iniciado
1300805,municipio,Borba,AM,Norte,nao_iniciado,nao_iniciado
1300839,municipio,Caapiranga,AM,Norte,em_analise,em_processo
1300904,municipio,Canutama,AM,Norte,em_analise,em_processo
1301001,municipio,Carauari,AM,Norte,em_analise,em_processo
1301100,municipio,Careiro,AM,Norte,em_analise,em_processo
1301159,municipio,Careiro da Várzea,AM,Norte,em_analise,em_processo
1301209,municipio,Coari,AM,Norte,em_analise,em_processo
1301308,municipio,Codajás,AM,Norte,nao_iniciado,nao_iniciado
1301407,municipio,Eirunepé,AM,Norte,em_analise,em_processo
1301506,municipio,Envira,AM,Norte,em_analise,em_processo
1301605,municipio,Fonte Boa,AM,Norte,nao_iniciado,nao_iniciado
1301654,municipio,Guajará,AM,Norte,em_analise,em_processo
1301704,municipio,Humaitá,AM,Norte,em_analise,em_processo
1301803,municipio,Ipixuna,AM,Norte,nao_iniciado,nao_iniciado
1301852,municipio,Iranduba,AM,Norte,em_analise,em_processo
1301902,municipio,Itacoatiara,AM,Norte,em_analise,em_processo
1301951,municipio,Itamarati,AM,Norte,em_analise,em_processo
1302009,municipio,Itapiranga,AM,Norte,em_cadastramento,em_processo
1302108,municipio,Japurá,AM,Norte,em_analise,em_processo
1302207,municipio,Juruá,AM,Norte,em_analise,em_processo
1302306,municipio,Jutaí,AM,Norte,em_analise,em_processo
1302405,municipio,Lábrea,AM,Norte,em_cadastramento,em_processo
1302504,municipio,Manacapuru,AM,Norte,em_analise,em_processo
1302553,municipio,Manaquiri,AM,Norte,em_cadastramento,em_processo
1302603,municipio,Manaus,AM,Norte,em_analise,em_processo
1302702,municipio,Manicoré,AM,Norte,em_analise,em_processo
1302801,municipio,Maraã,AM,Norte,em_analise,em_processo
1302900,municipio,Maués,AM,Norte,em_cadastramento,em_processo
1303007,municipio,Nhamundá,AM,Norte,em_cadastramento,em_processo
1303106,municipio,Nova Olinda do Norte,AM,Norte,nao_iniciado,nao_iniciado
1303205,municipio,Novo Airão,AM,Norte,em_analise,em_processo
1303304,municipio,Novo Aripuanã,AM,Norte,em_cadastramento,em_processo
1303403,municipio,Parintins,AM,Norte,em_analise,em_processo
1303502,municipio,Pauini,AM,Norte,em_cadastramento,em_processo
1303536,municipio,Presidente Figueiredo,AM,Norte,nao_iniciado,nao_iniciado
1303569,municipio,Rio Preto da Eva,AM,Norte,nao_iniciado,nao_iniciado
1303601,municipio,Santa Isabel do Rio Negro,AM,Norte,em_analise,em_processo
1303700,municipio,Santo Antônio do Içá,AM,Norte,em_analise,em_processo
1303809,municipio,São Gabriel da Cachoeira,AM,Norte,em_cadastramento,em_processo
1303908,municipio,São Paulo de Olivença,AM,Norte,em_cadastramento,em_processo
1303957,municipio,São Sebastião do Uatumã,AM,Norte,nao_iniciado,nao_iniciado
1304005,municipio,Silves,AM,Norte,nao_iniciado,nao_iniciado
1304062,municipio,Tabatinga,AM,Norte,em_analise,em_processo
1304104,municipio,Tapauá,AM,Norte,em_analise,em_processo
1304203,municipio,Tefé,AM,Norte,em_analise,em_processo
1304237,municipio,Tonantins,AM,Norte,nao_iniciado,nao_iniciado
1304260,municipio,Uarini,AM,Norte,em_analise,em_processo
1304302,municipio,Urucará,AM,Norte,em_analise,em_processo
1304401,municipio,Urucurituba,AM,Norte,em_analise,em_processo
16,estado,Amapá,AP,Norte,em_cadastramento,em_processo
1600105,municipio,Amapá,AP,Norte,nao_iniciado,nao_iniciado
1600204,municipio,Calçoene,AP,Norte,nao_iniciado,nao_iniciado
1600212,municipio,Cutias,AP,Norte,nao_iniciado,nao_iniciado
1600238,municipio,Ferreira Gomes,AP,Norte,nao_iniciado,nao_iniciado
1600253,municipio,Itaubal,AP,Norte,nao_iniciado,nao_iniciado
1600279,municipio,Laranjal do Jari,AP,Norte,em_analise,em_processo
1600303,municipio,Macapá,AP,Norte,nao_iniciado,nao_iniciado
1600402,municipio,Mazagão,AP,Norte,nao_iniciado,nao_iniciado
1600501,municipio,Oiapoque,AP,Norte,em_analise,em_processo
1600154,municipio,Pedra Branca do Amapari,AP,Norte,em_analise,em_processo
1600535,municipio,Porto Grande,AP,Norte,em_cadastramento,em_processo
1600550,municipio,Pracuúba,AP,Norte,nao_iniciado,nao_iniciado
1600600,municipio,Santana,AP,Norte,em_analise,em_processo
1600055,municipio,Serra do Navio,AP,Norte,nao_iniciado,nao_iniciado
1600709,municipio,Tartarugalzinho,AP,Norte,em_analise,em_processo
1600808,municipio,Vitória do Jari,AP,Norte,nao_iniciado,nao_iniciado
29,estado,Bahia,BA,Nordeste,em_analise,em_processo
2900108,municipio,Abaíra,BA,Nordeste,em_cadastramento,em_processo
2900207,municipio,Abaré,BA,Nordeste,em_analise,em_processo
2900306,municipio,Acajutiba,BA,Nordeste,nao_iniciado,nao_iniciado
2900355,municipio,Adustina,BA,Nordeste,em_analise,em_processo
2900405,municipio,Água Fria,BA,Nordeste,em_analise,em_processo
2900603,municipio,Aiquara,BA,Nordeste,em_analise,em_processo
2900702,municipio,Alagoinhas,BA,Nordeste,em_analise,em_processo
2900801,municipio,Alcobaça,BA,Nordeste,em_analise,em_processo
2900900,municipio,Almadina,BA,Nordeste,em_analise,em_processo
2901007,municipio,Amargosa,BA,Nordeste,nao_iniciado,nao_iniciado
2901106,municipio,Amélia Rodrigues,BA,Nordeste,em_analise,em_processo
2901155,municipio,América Dourada,BA,Nordeste,em_cadastramento,em_processo
2901205,municipio,Anagé,BA,Nordeste,em_cadastramento,em_processo
2901304,municipio,Andaraí,BA,Nordeste,nao_iniciado,nao_iniciado
2901353,municipio,Andorinha,BA,Nordeste,em_analise,em_processo
2901403,municipio,Angical,BA,Nordeste,em_analise,em_processo
2901502,municipio,Anguera,BA,Nordeste,em_analise,em_processo
2901601,municipio,Antas,BA,Nordeste,em_cadastramento,em_processo
2901700,municipio,Antônio Cardoso,BA,Nordeste,em_analise,em_processo
2901809,municipio,Antônio Gonçalves,BA,Nordeste,em_analise,em_processo
2901908,municipio,Aporá,BA,Nordeste,em_analise,em_processo
2901957,municipio,Apuarema,BA,Nordeste,em_analise,em_processo
2902054,municipio,Araçás,BA,Nordeste,em_analise,em_processo
2902005,municipio,Aracatu,BA,Nordeste,em_analise,em_processo
2902104,municipio,Araci,BA,Nordeste,em_analise,em_processo
2902203,municipio,Aramari,BA,Nordeste,em_analise,em_processo
2902252,municipio,Arataca,BA,Nordeste,em_cadastramento,em_processo
2902302,municipio,Aratuípe,BA,Nordeste,nao_iniciado,nao_iniciado
2902401,municipio,Aurelino Leal,BA,Nordeste,em_analise,em_processo
2902500,municipio,Baianópolis,BA,Nordeste,nao_iniciado,nao_iniciado
2902609,municipio,Baixa Grande,BA,Nordeste,em_analise,em_processo
2902658,municipio,Banzaê,BA,Nordeste,em_cadastramento,em_processo
2902708,municipio,Barra,BA,Nordeste,nao_iniciado,nao_iniciado
2902807,municipio,Barra da Estiva,BA,Nordeste,em_analise,em_processo
2902906,municipio,Barra do Choça,BA,Nordeste,nao_iniciado,nao_iniciado
2903003,municipio,Barra do Mendes,BA,Nordeste,em_analise,em_processo
2903102,municipio,Barra do Rocha,BA,Nordeste,em_analise,em_processo
2903201,municipio,Barreiras,BA,Nordeste,em_analise,em_processo
2903235,municipio,Barro Alto,BA,Nordeste,em_analise,em_processo
2903276,municipio,Barrocas,BA,Nordeste,em_analise,em_processo
2903300,municipio,Barro Preto,BA,Nordeste,em_analise,em_processo
2903409,municipio,Belmonte,BA,Nordeste,em_analise,em_processo
2903508,municipio,Belo Campo,BA,Nordeste,em_analise,em_processo
2903607,municipio,Biritinga,BA,Nordeste,em_analise,em_processo
2903706,municipio,Boa Nova,BA,Nordeste,nao_iniciado,nao_iniciado
2903805,municipio,Boa Vista do Tupim,BA,Nordeste,nao_iniciado,nao_iniciado
2903904,municipio,Bom Jesus da Lapa,BA,Nordeste,em_analise,em_processo
2903953,municipio,Bom Jesus da Serra,BA,Nordeste,em_analise,em_processo
2904001,municipio,Boninal,BA,Nordeste,em_analise,em_processo
2904050,municipio,Bonito,BA,Nordeste,nao_iniciado,nao_iniciado
2904100,municipio,Boquira,BA,Nordeste,nao_iniciado,nao_iniciado
2904209,municipio,Botuporã,BA,Nordeste,nao_iniciado,nao_iniciado
2904308,municipio,Brejões,BA,Nordeste,em_analise,em_processo
2904407,municipio,Brejolândia,BA,Nordeste,nao_iniciado,nao_iniciado
2904506,municipio,Brotas de Macaúbas,BA,Nordeste,em_analise,em_processo
2904605,municipio,Brumado,BA,Nordeste,em_cadastramento,em_processo
2904704,municipio,Buerarema,BA,Nordeste,em_analise,em_processo
2904753,municipio,Buritirama,BA,Nordeste,em_cadastramento,em_processo
2904803,municipio,Caatiba,BA,Nordeste,nao_iniciado,nao_iniciado
2904852,municipio,Cabaceiras do Paraguaçu,BA,Nordeste,nao_iniciado,nao_iniciado
2904902,municipio,Cachoeira,BA,Nordeste,em_analise,em_processo
2905008,municipio,Caculé,BA,Nordeste,nao_iniciado,nao_iniciado
2905107,municipio,Caém,BA,Nordeste,em_analise,em_processo
2905156,municipio,Caetanos,BA,Nordeste,em_analise,em_processo
2905206,municipio,Caetité,BA,Nordeste,em_analise,em_processo
2905305,municipio,Cafarnaum,BA,Nordeste,em_analise,em_processo
2905404,municipio,Cairu,BA,Nordeste,em_analise,em_processo
2905503,municipio,Caldeirão Grande,BA,Nordeste,nao_iniciado,nao_iniciado
2905602,municipio,Camacan,BA,Nordeste,nao_iniciado,nao_iniciado
2905701,municipio,Camaçari,BA,Nordeste,em_cadastramento,em_processo
2905800,municipio,Camamu,BA,Nordeste,em_analise,em_processo
2905909,municipio,Campo Alegre de Lourdes,BA,Nordeste,em_cadastramento,em_processo
2906006,municipio,Campo Formoso,BA,Nordeste,em_analise,em_processo
2906105,municipio,Canápolis,BA,Nordeste,em_cadastramento,em_processo
2906204,municipio,Canarana,BA,Nordeste,em_analise,em_processo
2906303,municipio,Canavieiras,BA,Nordeste,em_analise,em_processo
2906402,municipio,Candeal,BA,Nordeste,nao_iniciado,nao_iniciado
2906501,municipio,Candeias,BA,Nordeste,nao_iniciado,nao_iniciado
2906600,municipio,Candiba,BA,Nordeste,em_cadastramento,em_processo
2906709,municipio,Cândido Sales,BA,Nordeste,em_analise,em_processo
2906808,municipio,Cansanção,BA,Nordeste,em_analise,em_processo
2906824,municipio,Canudos,BA,Nordeste,em_cadastramento,em_processo
2906857,municipio,Capela do Alto Alegre,BA,Nordeste,em_analise,em_processo
2906873,municipio,Capim Grosso,BA,Nordeste,em_analise,em_processo
2906899,municipio,Caraíbas,BA,Nordeste,em_analise,em_processo
2906907,municipio,Caravelas,BA,Nordeste,em_cadastramento,em_processo
2907004,municipio,Cardeal da Silva,BA,Nordeste,em_analise,em_processo
2907103,municipio,Carinhanha,BA,Nordeste,em_analise,em_processo
2907202,municipio,Casa Nova,BA,Nordeste,nao_iniciado,nao_iniciado
2907301,municipio,Castro Alves,BA,Nordeste,em_cadastramento,em_processo
2907400,municipio,Catolândia,BA,Nordeste,em_analise,em_processo
2907509,municipio,Catu,BA,Nordeste,em_analise,em_processo
2907558,municipio,Caturama,BA,Nordeste,nao_iniciado,nao_iniciado
2907608,municipio,Central,BA,Nordeste,em_analise,em_processo
2907707,municipio,Chorrochó,BA,Nordeste,em_cadastramento,em_processo
2907806,municipio,Cícero Dantas,BA,Nordeste,em_analise,em_processo
2907905,municipio,Cipó,BA,Nordeste,em_analise,em_processo
2908002,municipio,Coaraci,BA,Nordeste,em_analise,em_processo
2908101,municipio,Cocos,BA,Nordeste,em_analise,em_processo
2908200,municipio,Conceição da Feira,BA,Nordeste,em_analise,em_processo
2908309,municipio,Conceição do Almeida,BA,Nordeste,em_analise,em_processo
2908408,municipio,Conceição do Coité,BA,Nordeste,em_analise,em_processo
2908507,municipio,Conceição do Jacuípe,BA,Nordeste,em_analise,em_processo
2908606,municipio,Conde,BA,Nordeste,em_analise,em_processo
2908705,municipio,Condeúba,BA,Nordeste,nao_iniciado,nao_iniciado
2908804,municipio,Contendas do Sincorá,BA,Nordeste,em_cadastramento,em_processo
2908903,municipio,Coração de Maria,BA,Nordeste,em_analise,em_processo
2909000,municipio,Cordeiros,BA,Nordeste,em_cadastramento,em_processo
2909109,municipio,Coribe,BA,Nordeste,em_cadastramento,em_processo
2909208,municipio,Coronel João Sá,BA,Nordeste,em_analise,em_processo
2909307,municipio,Correntina,BA,Nordeste,em_analise,em_processo
2909406,municipio,Cotegipe,BA,Nordeste,em_analise,em_processo
2909505,municipio,Cravolândia,BA,Nordeste,em_analise,em_processo
2909604,municipio,Crisópolis,BA,Nordeste,em_analise,em_processo
2909703,municipio,Cristópolis,BA,Nordeste,nao_iniciado,nao_iniciado
2909802,municipio,Cruz das Almas,BA,Nordeste,em_analise,em_processo
2909901,municipio,Curaçá,BA,Nordeste,em_cadastramento,em_processo
2910008,municipio,Dário Meira,BA,Nordeste,nao_iniciado,nao_iniciado
2910057,municipio,Dias d'Ávila,BA,Nordeste,em_analise,em_processo
2910107,municipio,Dom Basílio,BA,Nordeste,em_analise,em_processo
2910206,municipio,Dom Macedo Costa,BA,Nordeste,em_cadastramento,em_processo
2910305,municipio,Elísio Medrado,BA,Nordeste,em_cadastramento,em_processo
2910404,municipio,Encruzilhada,BA,Nordeste,em_analise,em_processo
2910503,municipio,Entre Rios,BA,Nordeste,em_analise,em_processo
2900504,municipio,Érico Cardoso,BA,Nordeste,nao_iniciado,nao_iniciado
2910602,municipio,Esplanada,BA,Nordeste,em_analise,em_processo
2910701,municipio,Euclides da Cunha,BA,Nordeste,em_analise,em_processo
2910727,municipio,Eunápolis,BA,Nordeste,em_analise,em_processo
2910750,municipio,Fátima,BA,Nordeste,em_analise,em_processo
2910776,municipio,Feira da Mata,BA,Nordeste,em_analise,em_processo
2910800,municipio,Feira de Santana,BA,Nordeste,em_cadastramento,em_processo
2910859,municipio,Filadélfia,BA,Nordeste,em_analise,em_processo
2910909,municipio,Firmino Alves,BA,Nordeste,em_analise,em_processo
2911006,municipio,Floresta Azul,BA,Nordeste,em_analise,em_processo
2911105,municipio,Formosa do Rio Preto,BA,Nordeste,em_analise,em_processo
2911204,municipio,Gandu,BA,Nordeste,em_analise,em_processo
2911253,municipio,Gavião,BA,Nordeste,em_cadastramento,em_processo
2911303,municipio,Gentio do Ouro,BA,Nordeste,em_cadastramento,em_processo
2911402,municipio,Glória,BA,Nordeste,em_analise,em_processo
2911501,municipio,Gongogi,BA,Nordeste,em_analise,em_processo
2911600,municipio,Governador Mangabeira,BA,Nordeste,nao_iniciado,nao_iniciado
2911659,municipio,Guajeru,BA,Nordeste,em_analise,em_processo
2911709,municipio,Guanambi,BA,Nordeste,em_analise,em_processo
2911808,municipio,Guaratinga,BA,Nordeste,em_analise,em_processo
2911857,municipio,Heliópolis,BA,Nordeste,em_analise,em_processo
2911907,municipio,Iaçu,BA,Nordeste,nao_iniciado,nao_iniciado
2912004,municipio,Ibiassucê,BA,Nordeste,em_cadastramento,em_processo
2912103,municipio,Ibicaraí,BA,Nordeste,em_analise,em_processo
2912202,municipio,Ibicoara,BA,Nordeste,em_analise,em_processo
2912301,municipio,Ibicuí,BA,Nordeste,em_analise,em_processo
2912400,municipio,Ibipeba,BA,Nordeste,em_analise,em_processo
2912509,municipio,Ibipitanga,BA,Nordeste,em_analise,em_processo
2912608,municipio,Ibiquera,BA,Nordeste,em_cadastramento,em_processo
2912707,municipio,Ibirapitanga,BA,Nordeste,em_cadastramento,em_processo
2912806,municipio,Ibirapuã,BA,Nordeste,nao_iniciado,nao_iniciado
2912905,municipio,Ibirataia,BA,Nordeste,em_cadastramento,em_processo
2913002,municipio,Ibitiara,BA,Nordeste,em_cadastramento,em_processo
2913101,municipio,Ibititá,BA,Nordeste,em_cadastramento,em_processo
2913200,municipio,Ibotirama,BA,Nordeste,em_analise,em_processo
2913309,municipio,Ichu,BA,Nordeste,em_analise,em_processo
2913408,municipio,Igaporã,BA,Nordeste,nao_iniciado,nao_iniciado
2913457,municipio,Igrapiúna,BA,Nordeste,em_cadastramento,em_processo
2913507,municipio,Iguaí,BA,Nordeste,em_analise,em_processo
2913606,municipio,Ilhéus,BA,Nordeste,em_analise,em_processo
2913705,municipio,Inhambupe,BA,Nordeste,em_analise,em_processo
2913804,municipio,Ipecaetá,BA,Nordeste,nao_iniciado,nao_iniciado
2913903,municipio,Ipiaú,BA,Nordeste,em_analise,em_processo
2914000,municipio,Ipirá,BA,Nordeste,nao_iniciado,nao_iniciado
2914109,municipio,Ipupiara,BA,Nordeste,em_analise,em_processo
2914208,municipio,Irajuba,BA,Nordeste,nao_iniciado,nao_iniciado
2914307,municipio,Iramaia,BA,Nordeste,em_analise,em_processo
2914406,municipio,Iraquara,BA,Nordeste,em_cadastramento,em_processo
2914505,municipio,Irará,BA,Nordeste,em_analise,em_processo
2914604,municipio,Irecê,BA,Nordeste,em_analise,em_processo
2914653,municipio,Itabela,BA,Nordeste,em_cadastramento,em_processo
2914703,municipio,Itaberaba,BA,Nordeste,nao_iniciado,nao_iniciado
2914802,municipio,Itabuna,BA,Nordeste,em_analise,em_processo
2914901,municipio,Itacaré,BA,Nordeste,em_cadastramento,em_processo
2915007,municipio,Itaeté,BA,Nordeste,em_analise,em_processo
2915106,municipio,Itagi,BA,Nordeste,em_analise,em_processo
2915205,municipio,Itagibá,BA,Nordeste,em_analise,em_processo
2915304,municipio,Itagimirim,BA,Nordeste,em_analise,em_processo
2915353,municipio,Itaguaçu da Bahia,BA,Nordeste,em_cadastramento,em_processo
