codigo_ibge,tipo,nome_ente,uf,regiao,status,status_grupo
2513984,municipio,São Francisco,PB,Nordeste,em_analise,em_processo
2514008,municipio,São João do Cariri,PB,Nordeste,em_analise,em_processo
2500700,municipio,São João do Rio do Peixe,PB,Nordeste,em_analise,em_processo
2514107,municipio,São João do Tigre,PB,Nordeste,nao_iniciado,nao_iniciado
2514206,municipio,São José da Lagoa Tapada,PB,Nordeste,em_analise,em_processo
2514305,municipio,São José de Caiana,PB,Nordeste,nao_iniciado,nao_iniciado
2514404,municipio,São José de Espinharas,PB,Nordeste,em_analise,em_processo
2514503,municipio,São José de Piranhas,PB,Nordeste,em_analise,em_processo
2514552,municipio,São José de Princesa,PB,Nordeste,em_cadastramento,em_processo
2514602,municipio,São José do Bonfim,PB,Nordeste,em_analise,em_processo
2514651,municipio,São José do Brejo do Cruz,PB,Nordeste,em_analise,em_processo
2514701,municipio,São José do Sabugi,PB,Nordeste,em_analise,em_processo
2514800,municipio,São José dos Cordeiros,PB,Nordeste,em_analise,em_processo
2514453,municipio,São José dos Ramos,PB,Nordeste,em_analise,em_processo
2514909,municipio,São Mamede,PB,Nordeste,em_analise,em_processo
2515005,municipio,São Miguel de Taipu,PB,Nordeste,em_cadastramento,em_processo
2515104,municipio,São Sebastião de Lagoa de Roça,PB,Nordeste,em_analise,em_processo
2515203,municipio,São Sebastião do Umbuzeiro,PB,Nordeste,nao_iniciado,nao_iniciado
2515401,municipio,São Vicente do Seridó,PB,Nordeste,em_cadastramento,em_processo
2515302,municipio,Sapé,PB,Nordeste,em_analise,em_processo
2515500,municipio,Serra Branca,PB,Nordeste,nao_iniciado,nao_iniciado
2515609,municipio,Serra da Raiz,PB,Nordeste,em_analise,em_processo
2515708,municipio,Serra Grande,PB,Nordeste,em_analise,em_processo
2515807,municipio,Serra Redonda,PB,Nordeste,em_analise,em_processo
2515906,municipio,Serraria,PB,Nordeste,em_analise,em_processo
2515930,municipio,Sertãozinho,PB,Nordeste,em_analise,em_processo
2515971,municipio,Sobrado,PB,Nordeste,nao_iniciado,nao_iniciado
2516003,municipio,Solânea,PB,Nordeste,em_analise,em_processo
2516102,municipio,Soledade,PB,Nordeste,em_analise,em_processo
2516151,municipio,Sossêgo,PB,Nordeste,em_analise,em_processo
2516201,municipio,Sousa,PB,Nordeste,em_analise,em_processo
2516300,municipio,Sumé,PB,Nordeste,em_analise,em_processo
2516409,municipio,Tacima,PB,Nordeste,nao_iniciado,nao_iniciado
2516508,municipio,Taperoá,PB,Nordeste,em_cadastramento,em_processo
2516607,municipio,Tavares,PB,Nordeste,em_analise,em_processo
2516706,municipio,Teixeira,PB,Nordeste,em_analise,em_processo
2516755,municipio,Tenório,PB,Nordeste,nao_iniciado,nao_iniciado
2516805,municipio,Triunfo,PB,Nordeste,em_analise,em_processo
2516904,municipio,Uiraúna,PB,Nordeste,em_analise,em_processo
2517001,municipio,Umbuzeiro,PB,Nordeste,nao_iniciado,nao_iniciado
2517100,municipio,Várzea,PB,Nordeste,em_analise,em_processo
2517209,municipio,Vieirópolis,PB,Nordeste,em_analise,em_processo
2505501,municipio,Vista Serrana,PB,Nordeste,em_cadastramento,em_processo
2517407,municipio,Zabelê,PB,Nordeste,em_cadastramento,em_processo
26,estado,Pernambuco,PE,Nordeste,em_analise,em_processo
2600054,municipio,Abreu e Lima,PE,Nordeste,em_cadastramento,em_processo
2600104,municipio,Afogados da Ingazeira,PE,Nordeste,em_analise,em_processo
2600203,municipio,Afrânio,PE,Nordeste,em_analise,em_processo
2600302,municipio,Agrestina,PE,Nordeste,em_analise,em_processo
2600401,municipio,Água Preta,PE,Nordeste,em_cadastramento,em_processo
2600500,municipio,Águas Belas,PE,Nordeste,nao_iniciado,nao_iniciado
2600609,municipio,Alagoinha,PE,Nordeste,em_analise,em_processo
2600708,municipio,Aliança,PE,Nordeste,em_analise,em_processo
2600807,municipio,Altinho,PE,Nordeste,em_analise,em_processo
2600906,municipio,Amaraji,PE,Nordeste,em_analise,em_processo
2601003,municipio,Angelim,PE,Nordeste,em_analise,em_processo
2601052,municipio,Araçoiaba,PE,Nordeste,em_analise,em_processo
2601102,municipio,Araripina,PE,Nordeste,em_analise,em_processo
2601201,municipio,Arcoverde,PE,Nordeste,em_analise,em_processo
2601300,municipio,Barra de Guabiraba,PE,Nordeste,em_analise,em_processo
2601409,municipio,Barreiros,PE,Nordeste,em_analise,em_processo
2601508,municipio,Belém de Maria,PE,Nordeste,nao_iniciado,nao_iniciado
2601607,municipio,Belém do São Francisco,PE,Nordeste,nao_iniciado,nao_iniciado
2601706,municipio,Belo Jardim,PE,Nordeste,em_analise,em_processo
2601805,municipio,Betânia,PE,Nordeste,em_analise,em_processo
2601904,municipio,Bezerros,PE,Nordeste,em_analise,em_processo
2602001,municipio,Bodocó,PE,Nordeste,em_cadastramento,em_processo
2602100,municipio,Bom Conselho,PE,Nordeste,em_analise,em_processo
2602209,municipio,Bom Jardim,PE,Nordeste,em_analise,em_processo
2602308,municipio,Bonito,PE,Nordeste,em_cadastramento,em_processo
2602407,municipio,Brejão,PE,Nordeste,em_analise,em_processo
2602506,municipio,Brejinho,PE,Nordeste,em_analise,em_processo
2602605,municipio,Brejo da Madre de Deus,PE,Nordeste,em_analise,em_processo
2602704,municipio,Buenos Aires,PE,Nordeste,em_analise,em_processo
2602803,municipio,Buíque,PE,Nordeste,em_analise,em_processo
2602902,municipio,Cabo de Santo Agostinho,PE,Nordeste,em_analise,em_processo
2603009,municipio,Cabrobó,PE,Nordeste,em_analise,em_processo
2603108,municipio,Cachoeirinha,PE,Nordeste,nao_iniciado,nao_iniciado
2603207,municipio,Caetés,PE,Nordeste,nao_iniciado,nao_iniciado
2603306,municipio,Calçado,PE,Nordeste,nao_iniciado,nao_iniciado
2603405,municipio,Calumbi,PE,Nordeste,em_cadastramento,em_processo
2603454,municipio,Camaragibe,PE,Nordeste,nao_iniciado,nao_iniciado
2603504,municipio,Camocim de São Félix,PE,Nordeste,nao_iniciado,nao_iniciado
2603603,municipio,Camutanga,PE,Nordeste,em_cadastramento,em_processo
2603702,municipio,Canhotinho,PE,Nordeste,nao_iniciado,nao_iniciado
2603801,municipio,Capoeiras,PE,Nordeste,em_analise,em_processo
2603900,municipio,Carnaíba,PE,Nordeste,em_analise,em_processo
2603926,municipio,Carnaubeira da Penha,PE,Nordeste,em_analise,em_processo
2604007,municipio,Carpina,PE,Nordeste,em_analise,em_processo
2604106,municipio,Caruaru,PE,Nordeste,em_analise,em_processo
2604155,municipio,Casinhas,PE,Nordeste,nao_iniciado,nao_iniciado
2604205,municipio,Catende,PE,Nordeste,em_analise,em_processo
2604304,municipio,Cedro,PE,Nordeste,em_analise,em_processo
2604403,municipio,Chã de Alegria,PE,Nordeste,em_analise,em_processo
2604502,municipio,Chã Grande,PE,Nordeste,em_analise,em_processo
2604601,municipio,Condado,PE,Nordeste,nao_iniciado,nao_iniciado
2604700,municipio,Correntes,PE,Nordeste,em_cadastramento,em_processo
2604809,municipio,Cortês,PE,Nordeste,em_analise,em_processo
2604908,municipio,Cumaru,PE,Nordeste,em_analise,em_processo
2605004,municipio,Cupira,PE,Nordeste,em_analise,em_processo
2605103,municipio,Custódia,PE,Nordeste,em_analise,em_processo
2605152,municipio,Dormentes,PE,Nordeste,em_analise,em_processo
2605202,municipio,Escada,PE,Nordeste,em_analise,em_processo
2605301,municipio,Exu,PE,Nordeste,em_analise,em_processo
2605400,municipio,Feira Nova,PE,Nordeste,em_analise,em_processo
2605459,municipio,Fernando de Noronha,PE,Nordeste,nao_iniciado,nao_iniciado
2605509,municipio,Ferreiros,PE,Nordeste,em_analise,em_processo
2605608,municipio,Flores,PE,Nordeste,nao_iniciado,nao_iniciado
2605707,municipio,Floresta,PE,Nordeste,em_analise,em_processo
2605806,municipio,Frei Miguelinho,PE,Nordeste,nao_iniciado,nao_iniciado
2605905,municipio,Gameleira,PE,Nordeste,em_analise,em_processo
2606002,municipio,Garanhuns,PE,Nordeste,em_analise,em_processo
2606101,municipio,Glória do Goitá,PE,Nordeste,em_analise,em_processo
2606200,municipio,Goiana,PE,Nordeste,em_analise,em_processo
2606309,municipio,Granito,PE,Nordeste,nao_iniciado,nao_iniciado
2606408,municipio,Gravatá,PE,Nordeste,em_analise,em_processo
2606507,municipio,Iati,PE,Nordeste,em_analise,em_processo
2606606,municipio,Ibimirim,PE,Nordeste,em_analise,em_processo
2606705,municipio,Ibirajuba,PE,Nordeste,em_analise,em_processo
2606804,municipio,Igarassu,PE,Nordeste,em_analise,em_processo
2606903,municipio,Iguaracy,PE,Nordeste,em_analise,em_processo
2607604,municipio,Ilha de Itamaracá,PE,Nordeste,nao_iniciado,nao_iniciado
2607000,municipio,Inajá,PE,Nordeste,em_analise,em_processo
2607109,municipio,Ingazeira,PE,Nordeste,em_analise,em_processo
2607208,municipio,Ipojuca,PE,Nordeste,em_analise,em_processo
2607307,municipio,Ipubi,PE,Nordeste,em_cadastramento,em_processo
2607406,municipio,Itacuruba,PE,Nordeste,em_analise,em_processo
2607505,municipio,Itaíba,PE,Nordeste,em_cadastramento,em_processo
2607653,municipio,Itambé,PE,Nordeste,em_analise,em_processo
2607703,municipio,Itapetim,PE,Nordeste,em_analise,em_processo
2607752,municipio,Itapissuma,PE,Nordeste,nao_iniciado,nao_iniciado
2607802,municipio,Itaquitinga,PE,Nordeste,em_analise,em_processo
2607901,municipio,Jaboatão dos Guararapes,PE,Nordeste,em_analise,em_processo
2607950,municipio,Jaqueira,PE,Nordeste,nao_iniciado,nao_iniciado
2608008,municipio,Jataúba,PE,Nordeste,em_analise,em_processo
2608057,municipio,Jatobá,PE,Nordeste,em_analise,em_processo
2608107,municipio,João Alfredo,PE,Nordeste,em_analise,em_processo
2608206,municipio,Joaquim Nabuco,PE,Nordeste,em_cadastramento,em_processo
2608255,municipio,Jucati,PE,Nordeste,em_cadastramento,em_processo
2608305,municipio,Jupi,PE,Nordeste,em_analise,em_processo
2608404,municipio,Jurema,PE,Nordeste,em_cadastramento,em_processo
2608503,municipio,Lagoa de Itaenga,PE,Nordeste,nao_iniciado,nao_iniciado
2608453,municipio,Lagoa do Carro,PE,Nordeste,em_cadastramento,em_processo
2608602,municipio,Lagoa do Ouro,PE,Nordeste,em_analise,em_processo
2608701,municipio,Lagoa dos Gatos,PE,Nordeste,em_analise,em_processo
2608750,municipio,Lagoa Grande,PE,Nordeste,em_analise,em_processo
2608800,municipio,Lajedo,PE,Nordeste,em_analise,em_processo
2608909,municipio,Limoeiro,PE,Nordeste,em_cadastramento,em_processo
2609006,municipio,Macaparana,PE,Nordeste,em_analise,em_processo
2609105,municipio,Machados,PE,Nordeste,em_analise,em_processo
2609154,municipio,Manari,PE,Nordeste,em_analise,em_processo
2609204,municipio,Maraial,PE,Nordeste,em_cadastramento,em_processo
2609303,municipio,Mirandiba,PE,Nordeste,em_analise,em_processo
2614303,municipio,Moreilândia,PE,Nordeste,nao_iniciado,nao_iniciado
2609402,municipio,Moreno,PE,Nordeste,em_analise,em_processo
2609501,municipio,Nazaré da Mata,PE,Nordeste,em_analise,em_processo
2609600,municipio,Olinda,PE,Nordeste,em_cadastramento,em_processo
2609709,municipio,Orobó,PE,Nordeste,em_analise,em_processo
2609808,municipio,Orocó,PE,Nordeste,nao_iniciado,nao_iniciado
2609907,municipio,Ouricuri,PE,Nordeste,nao_iniciado,nao_iniciado
2610004,municipio,Palmares,PE,Nordeste,em_analise,em_processo
2610103,municipio,Palmeirina,PE,Nordeste,nao_iniciado,nao_iniciado
2610202,municipio,Panelas,PE,Nordeste,em_analise,em_processo
2610301,municipio,Paranatama,PE,Nordeste,nao_iniciado,nao_iniciado
2610400,municipio,Parnamirim,PE,Nordeste,em_analise,em_processo
2610509,municipio,Passira,PE,Nordeste,em_cadastramento,em_processo
2610608,municipio,Paudalho,PE,Nordeste,em_analise,em_processo
2610707,municipio,Paulista,PE,Nordeste,em_analise,em_processo
2610806,municipio,Pedra,PE,Nordeste,em_analise,em_processo
2610905,municipio,Pesqueira,PE,Nordeste,em_analise,em_processo
2611002,municipio,Petrolândia,PE,Nordeste,em_analise,em_processo
2611101,municipio,Petrolina,PE,Nordeste,em_analise,em_processo
2611200,municipio,Poção,PE,Nordeste,em_cadastramento,em_processo
2611309,municipio,Pombos,PE,Nordeste,em_analise,em_processo
2611408,municipio,Primavera,PE,Nordeste,em_cadastramento,em_processo
2611507,municipio,Quipapá,PE,Nordeste,nao_iniciado,nao_iniciado
2611533,municipio,Quixaba,PE,Nordeste,nao_iniciado,nao_iniciado
2611606,municipio,Recife,PE,Nordeste,em_analise,em_processo
2611705,municipio,Riacho das Almas,PE,Nordeste,em_analise,em_processo
2611804,municipio,Ribeirão,PE,Nordeste,em_analise,em_processo
2611903,municipio,Rio Formoso,PE,Nordeste,em_analise,em_processo
2612000,municipio,Sairé,PE,Nordeste,em_analise,em_processo
2612109,municipio,Salgadinho,PE,Nordeste,nao_iniciado,nao_iniciado
2612208,municipio,Salgueiro,PE,Nordeste,em_cadastramento,em_processo
2612307,municipio,Saloá,PE,Nordeste,nao_iniciado,nao_iniciado
2612406,municipio,Sanharó,PE,Nordeste,em_analise,em_processo
2612455,municipio,Santa Cruz,PE,Nordeste,em_cadastramento,em_processo
2612471,municipio,Santa Cruz da Baixa Verde,PE,Nordeste,em_analise,em_processo
2612505,municipio,Santa Cruz do Capibaribe,PE,Nordeste,em_analise,em_processo
2612554,municipio,Santa Filomena,PE,Nordeste,nao_iniciado,nao_iniciado
2612604,municipio,Santa Maria da Boa Vista,PE,Nordeste,em_analise,em_processo
2612703,municipio,Santa Maria do Cambucá,PE,Nordeste,em_analise,em_processo
2612802,municipio,Santa Terezinha,PE,Nordeste,em_analise,em_processo
2612901,municipio,São Benedito do Sul,PE,Nordeste,em_cadastramento,em_processo
2613008,municipio,São Bento do Una,PE,Nordeste,em_analise,em_processo
2613107,municipio,São Caitano,PE,Nordeste,em_analise,em_processo
2613206,municipio,São João,PE,Nordeste,em_analise,em_processo
2613305,municipio,São Joaquim do Monte,PE,Nordeste,nao_iniciado,nao_iniciado
2613404,municipio,São José da Coroa Grande,PE,Nordeste,em_cadastramento,em_processo
2613503,municipio,São José do Belmonte,PE,Nordeste,nao_iniciado,nao_iniciado
2613602,municipio,São José do Egito,PE,Nordeste,em_analise,em_processo
2613701,municipio,São Lourenço da Mata,PE,Nordeste,em_cadastramento,em_processo
2613800,municipio,São Vicente Férrer,PE,Nordeste,em_analise,em_processo
2613909,municipio,Serra Talhada,PE,Nordeste,em_analise,em_processo
2614006,municipio,Serrita,PE,Nordeste,nao_iniciado,nao_iniciado
2614105,municipio,Sertânia,PE,Nordeste,nao_iniciado,nao_iniciado
2614204,municipio,Sirinhaém,PE,Nordeste,em_analise,em_processo
2614402,municipio,Solidão,PE,Nordeste,nao_iniciado,nao_iniciado
2614501,municipio,Surubim,PE,Nordeste,em_analise,em_processo
2614600,municipio,Tabira,PE,Nordeste,em_analise,em_processo
2614709,municipio,Tacaimbó,PE,Nordeste,nao_iniciado,nao_iniciado
2614808,municipio,Tacaratu,PE,Nordeste,em_analise,em_processo
2614857,municipio,Tamandaré,PE,Nordeste,em_analise,em_processo
2615003,municipio,Taquaritinga do Norte,PE,Nordeste,nao_iniciado,nao_iniciado
2615102,municipio,Terezinha,PE,Nordeste,em_analise,em_processo
2615201,municipio,Terra Nova,PE,Nordeste,nao_iniciado,nao_iniciado
2615300,municipio,Timbaúba,PE,Nordeste,em_analise,em_processo
2615409,municipio,Toritama,PE,Nordeste,nao_iniciado,nao_iniciado
2615508,municipio,Tracunhaém,PE,Nordeste,em_analise,em_processo
2615607,municipio,Trindade,PE,Nordeste,nao_iniciado,nao_iniciado
2615706,municipio,Triunfo,PE,Nordeste,em_analise,em_processo
2615805,municipio,Tupanatinga,PE,Nordeste,nao_iniciado,nao_iniciado
2615904,municipio,Tuparetama,PE,Nordeste,em_analise,em_processo
2616001,municipio,Venturosa,PE,Nordeste,em_analise,em_processo
2616100,municipio,Verdejante,PE,Nordeste,em_cadastramento,em_processo
2616183,municipio,Vertente do Lério,PE,Nordeste,em_analise,em_processo
2616209,municipio,Vertentes,PE,Nordeste,em_analise,em_processo
2616308,municipio,Vicência,PE,Nordeste,em_analise,em_processo
2616407,municipio,Vitória de Santo Antão,PE,Nordeste,em_analise,em_processo
2616506,municipio,Xexéu,PE,Nordeste,em_cadastramento,em_processo
22,estado,Piauí,PI,Nordeste,em_cadastramento,em_processo
2200053,municipio,Acauã,PI,Nordeste,em_analise,em_processo
2200103,municipio,Agricolândia,PI,Nordeste,nao_iniciado,nao_iniciado
2200202,municipio,Água Branca,PI,Nordeste,nao_iniciado,nao_iniciado
2200251,municipio,Alagoinha do Piauí,PI,Nordeste,em_analise,em_processo
2200277,municipio,Alegrete do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2200301,municipio,Alto Longá,PI,Nordeste,em_analise,em_processo
2200400,municipio,Altos,PI,Nordeste,nao_iniciado,nao_iniciado
2200459,municipio,Alvorada do Gurguéia,PI,Nordeste,nao_iniciado,nao_iniciado
2200509,municipio,Amarante,PI,Nordeste,em_analise,em_processo
2200608,municipio,Angical do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2200707,municipio,Anísio de Abreu,PI,Nordeste,em_analise,em_processo
2200806,municipio,Antônio Almeida,PI,Nordeste,em_cadastramento,em_processo
2200905,municipio,Aroazes,PI,Nordeste,em_analise,em_processo
2200954,municipio,Aroeiras do Itaim,PI,Nordeste,em_analise,em_processo
2201002,municipio,Arraial,PI,Nordeste,nao_iniciado,nao_iniciado
2201051,municipio,Assunção do Piauí,PI,Nordeste,em_analise,em_processo
2201101,municipio,Avelino Lopes,PI,Nordeste,em_analise,em_processo
2201150,municipio,Baixa Grande do Ribeiro,PI,Nordeste,em_cadastramento,em_processo
2201176,municipio,Barra D'Alcântara,PI,Nordeste,em_cadastramento,em_processo
2201200,municipio,Barras,PI,Nordeste,em_analise,em_processo
2201309,municipio,Barreiras do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2201408,municipio,Barro Duro,PI,Nordeste,nao_iniciado,nao_iniciado
2201507,municipio,Batalha,PI,Nordeste,em_analise,em_processo
2201556,municipio,Bela Vista do Piauí,PI,Nordeste,em_analise,em_processo
2201572,municipio,Belém do Piauí,PI,Nordeste,em_analise,em_processo
2201606,municipio,Beneditinos,PI,Nordeste,em_cadastramento,em_processo
2201705,municipio,Bertolínia,PI,Nordeste,em_cadastramento,em_processo
2201739,municipio,Betânia do Piauí,PI,Nordeste,em_analise,em_processo
2201770,municipio,Boa Hora,PI,Nordeste,em_cadastramento,em_processo
2201804,municipio,Bocaina,PI,Nordeste,em_analise,em_processo
2201903,municipio,Bom Jesus,PI,Nordeste,em_cadastramento,em_processo
2201919,municipio,Bom Princípio do Piauí,PI,Nordeste,em_analise,em_processo
2201929,municipio,Bonfim do Piauí,PI,Nordeste,em_analise,em_processo
2201945,municipio,Boqueirão do Piauí,PI,Nordeste,em_analise,em_processo
2201960,municipio,Brasileira,PI,Nordeste,em_analise,em_processo
2201988,municipio,Brejo do Piauí,PI,Nordeste,em_analise,em_processo
2202000,municipio,Buriti dos Lopes,PI,Nordeste,em_analise,em_processo
2202026,municipio,Buriti dos Montes,PI,Nordeste,nao_iniciado,nao_iniciado
2202059,municipio,Cabeceiras do Piauí,PI,Nordeste,em_cadastramento,em_processo
2202075,municipio,Cajazeiras do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2202083,municipio,Cajueiro da Praia,PI,Nordeste,nao_iniciado,nao_iniciado
2202091,municipio,Caldeirão Grande do Piauí,PI,Nordeste,em_analise,em_processo
2202109,municipio,Campinas do Piauí,PI,Nordeste,em_analise,em_processo
2202117,municipio,Campo Alegre do Fidalgo,PI,Nordeste,em_cadastramento,em_processo
2202133,municipio,Campo Grande do Piauí,PI,Nordeste,em_analise,em_processo
2202174,municipio,Campo Largo do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2202208,municipio,Campo Maior,PI,Nordeste,nao_iniciado,nao_iniciado
2202251,municipio,Canavieira,PI,Nordeste,nao_iniciado,nao_iniciado
2202307,municipio,Canto do Buriti,PI,Nordeste,em_analise,em_processo
2202406,municipio,Capitão de Campos,PI,Nordeste,nao_iniciado,nao_iniciado
2202455,municipio,Capitão Gervásio Oliveira,PI,Nordeste,em_analise,em_processo
2202505,municipio,Caracol,PI,Nordeste,em_analise,em_processo
2202539,municipio,Caraúbas do Piauí,PI,Nordeste,em_analise,em_processo
2202554,municipio,Caridade do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2202604,municipio,Castelo do Piauí,PI,Nordeste,em_analise,em_processo
2202653,municipio,Caxingó,PI,Nordeste,em_analise,em_processo
2202703,municipio,Cocal,PI,Nordeste,em_cadastramento,em_processo
2202711,municipio,Cocal de Telha,PI,Nordeste,nao_iniciado,nao_iniciado
2202729,municipio,Cocal dos Alves,PI,Nordeste,em_cadastramento,em_processo
2202737,municipio,Coivaras,PI,Nordeste,em_analise,em_processo
2202752,municipio,Colônia do Gurguéia,PI,Nordeste,nao_iniciado,nao_iniciado
2202778,municipio,Colônia do Piauí,PI,Nordeste,em_analise,em_processo
2202802,municipio,Conceição do Canindé,PI,Nordeste,em_analise,em_processo
2202851,municipio,Coronel José Dias,PI,Nordeste,em_analise,em_processo
2202901,municipio,Corrente,PI,Nordeste,em_analise,em_processo
2203008,municipio,Cristalândia do Piauí,PI,Nordeste,em_cadastramento,em_processo
2203107,municipio,Cristino Castro,PI,Nordeste,em_analise,em_processo
2203206,municipio,Curimatá,PI,Nordeste,em_analise,em_processo
2203230,municipio,Currais,PI,Nordeste,nao_iniciado,nao_iniciado
2203255,municipio,Curralinhos,PI,Nordeste,em_analise,em_processo
2203271,municipio,Curral Novo do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2203305,municipio,Demerval Lobão,PI,Nordeste,em_analise,em_processo
2203354,municipio,Dirceu Arcoverde,PI,Nordeste,em_analise,em_processo
2203404,municipio,Dom Expedito Lopes,PI,Nordeste,em_analise,em_processo
2203420,municipio,Domingos Mourão,PI,Nordeste,nao_iniciado,nao_iniciado
2203453,municipio,Dom Inocêncio,PI,Nordeste,em_analise,em_processo
2203503,municipio,Elesbão Veloso,PI,Nordeste,em_analise,em_processo
2203602,municipio,Eliseu Martins,PI,Nordeste,em_analise,em_processo
2203701,municipio,Esperantina,PI,Nordeste,em_analise,em_processo
2203750,municipio,Fartura do Piauí,PI,Nordeste,em_analise,em_processo
2203800,municipio,Flores do Piauí,PI,Nordeste,em_cadastramento,em_processo
2203859,municipio,Floresta do Piauí,PI,Nordeste,em_analise,em_processo
2203909,municipio,Floriano,PI,Nordeste,em_analise,em_processo
2204006,municipio,Francinópolis,PI,Nordeste,nao_iniciado,nao_iniciado
2204105,municipio,Francisco Ayres,PI,Nordeste,nao_iniciado,nao_iniciado
2204154,municipio,Francisco Macedo,PI,Nordeste,nao_iniciado,nao_iniciado
2204204,municipio,Francisco Santos,PI,Nordeste,em_analise,em_processo
2204303,municipio,Fronteiras,PI,Nordeste,em_analise,em_processo
2204352,municipio,Geminiano,PI,Nordeste,em_analise,em_processo
2204402,municipio,Gilbués,PI,Nordeste,em_analise,em_processo
2204501,municipio,Guadalupe,PI,Nordeste,em_cadastramento,em_processo
2204550,municipio,Guaribas,PI,Nordeste,em_analise,em_processo
2204600,municipio,Hugo Napoleão,PI,Nordeste,nao_iniciado,nao_iniciado
2204659,municipio,Ilha Grande,PI,Nordeste,em_analise,em_processo
2204709,municipio,Inhuma,PI,Nordeste,nao_iniciado,nao_iniciado
2204808,municipio,Ipiranga do Piauí,PI,Nordeste,em_cadastramento,em_processo
2204907,municipio,Isaías Coelho,PI,Nordeste,em_analise,em_processo
2205003,municipio,Itainópolis,PI,Nordeste,nao_iniciado,nao_iniciado
2205102,municipio,Itaueira,PI,Nordeste,em_analise,em_processo
2205151,municipio,Jacobina do Piauí,PI,Nordeste,em_analise,em_processo
2205201,municipio,Jaicós,PI,Nordeste,nao_iniciado,nao_iniciado
2205250,municipio,Jardim do Mulato,PI,Nordeste,nao_iniciado,nao_iniciado
2205276,municipio,Jatobá do Piauí,PI,Nordeste,em_analise,em_processo
2205300,municipio,Jerumenha,PI,Nordeste,nao_iniciado,nao_iniciado
2205359,municipio,João Costa,PI,Nordeste,em_analise,em_processo
2205409,municipio,Joaquim Pires,PI,Nordeste,nao_iniciado,nao_iniciado
2205458,municipio,Joca Marques,PI,Nordeste,em_analise,em_processo
2205508,municipio,José de Freitas,PI,Nordeste,em_analise,em_processo
2205516,municipio,Juazeiro do Piauí,PI,Nordeste,em_analise,em_processo
2205524,municipio,Júlio Borges,PI,Nordeste,em_cadastramento,em_processo
2205532,municipio,Jurema,PI,Nordeste,em_analise,em_processo
2205557,municipio,Lagoa Alegre,PI,Nordeste,em_cadastramento,em_processo
2205573,municipio,Lagoa de São Francisco,PI,Nordeste,em_analise,em_processo
2205565,municipio,Lagoa do Barro do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2205581,municipio,Lagoa do Piauí,PI,Nordeste,em_analise,em_processo
2205599,municipio,Lagoa do Sítio,PI,Nordeste,em_cadastramento,em_processo
2205540,municipio,Lagoinha do Piauí,PI,Nordeste,em_analise,em_processo
2205607,municipio,Landri Sales,PI,Nordeste,em_analise,em_processo
2205706,municipio,Luís Correia,PI,Nordeste,em_analise,em_processo
2205805,municipio,Luzilândia,PI,Nordeste,em_cadastramento,em_processo
2205854,municipio,Madeiro,PI,Nordeste,em_analise,em_processo
2205904,municipio,Manoel Emídio,PI,Nordeste,em_cadastramento,em_processo
2205953,municipio,Marcolândia,PI,Nordeste,em_cadastramento,em_processo
2206001,municipio,Marcos Parente,PI,Nordeste,em_analise,em_processo
2206050,municipio,Massapê do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2206100,municipio,Matias Olímpio,PI,Nordeste,em_analise,em_processo
2206209,municipio,Miguel Alves,PI,Nordeste,nao_iniciado,nao_iniciado
2206308,municipio,Miguel Leão,PI,Nordeste,em_analise,em_processo
2206357,municipio,Milton Brandão,PI,Nordeste,nao_iniciado,nao_iniciado
2206407,municipio,Monsenhor Gil,PI,Nordeste,em_cadastramento,em_processo
2206506,municipio,Monsenhor Hipólito,PI,Nordeste,em_analise,em_processo
2206605,municipio,Monte Alegre do Piauí,PI,Nordeste,em_cadastramento,em_processo
2206654,municipio,Morro Cabeça no Tempo,PI,Nordeste,em_analise,em_processo
2206670,municipio,Morro do Chapéu do Piauí,PI,Nordeste,nao_iniciado,nao_iniciado
2206696,municipio,Murici dos Portelas,PI,Nordeste,em_analise,em_processo
2206704,municipio,Nazaré do Piauí,PI,Nordeste,em_analise,em_processo
2206720,municipio,Nazária,PI,Nordeste,nao_iniciado,nao_iniciado
2206753,municipio,Nossa Senhora de Nazaré,PI,Nordeste,em_cadastramento,em_processo
2206803,municipio,Nossa Senhora dos Remédios,PI,Nordeste,em_analise,em_processo
2207959,municipio,Nova Santa Rita,PI,Nordeste,nao_iniciado,nao_iniciado
2206902,municipio,Novo Oriente do Piauí,PI,Nordeste,em_analise,em_processo
2206951,municipio,Novo Santo Antônio,PI,Nordeste,nao_iniciado,nao_iniciado
2207009,municipio,Oeiras,PI,Nordeste,em_analise,em_processo
2207108,municipio,Olho D'Água do Piauí,PI,Nordeste,em_analise,em_processo
2207207,municipio,Padre Marcos,PI,Nordeste,em_analise,em_processo
2207306,municipio,Paes Landim,PI,Nordeste,em_analise,em_processo
2207355,municipio,Pajeú do Piauí,PI,Nordeste,em_analise,em_processo
2207405,municipio,Palmeira do Piauí,PI,Nordeste,em_analise,em_processo
